name,type,ownership,authority,status,longitude,latitude,F15Regions,DName2016,CName2016,SName2016,scode,costituenc,d,c,s,p,pc2016,mpopn,fpopn,SexRatio,tpopn,hf_id
Thereza Ledochowska HC II,HC III,Private Not For Profit,Local Government,,31.83215,-0.12927,CENTRAL I,KALUNGU,KALUNGU,BUKULULA,122101,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,BUKULULA,LUSASA,12210106,1707,1696.0,100.6,3403.0,HF0091
Bukulula HC IV,HC IV,Government,Local Government,Functional,31.844494,-0.178123,CENTRAL I,KALUNGU,KALUNGU,BUKULULA,122101,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,BUKULULA,MUKOKO,12210108,4318,4442.0,97.2,8760.0,HF0092
Villa Maria HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,31.743304,-0.228127,CENTRAL I,KALUNGU,KALUNGU,KALUNGU,122102,KALUNGU WEST COUNTY,KALUNGU,KALUNGU,KALUNGU,VILLA MARIA,12210209,2206,3110.0,70.9,5316.0,HF0093
Nabutongwa HC II,HC II,Government,Local Government,Functional,31.721369,-0.148185,CENTRAL I,KALUNGU,KALUNGU,KALUNGU,122102,KALUNGU WEST COUNTY,KALUNGU,KALUNGU,KALUNGU,BWASANDEKU,12210202,2809,2854.0,98.4,5663.0,HF0094
St. Agnes Kasanje HC II,HC II,Private Not For Profit,Local Government,Functional,31.758028,-0.122761,CENTRAL I,KALUNGU,KALUNGU,KALUNGU,122102,KALUNGU WEST COUNTY,KALUNGU,KALUNGU,KALUNGU,BWASANDEKU,12210202,2809,2854.0,98.4,5663.0,HF0095
Bwanda HC II,HC II,Private Not For Profit,UCMB,Functional,31.748712,-0.234043,CENTRAL I,KALUNGU,KALUNGU,KALUNGU,122102,KALUNGU WEST COUNTY,KALUNGU,KALUNGU,KALUNGU,VILLA MARIA,12210209,2206,3110.0,70.9,5316.0,HF0096
Kabungo HC III,HC III,Private Not For Profit,,Functional,31.77189,-0.12408,CENTRAL I,KALUNGU,KALUNGU,KALUNGU,122102,KALUNGU WEST COUNTY,KALUNGU,KALUNGU,KALUNGU,BWASANDEKU,12210202,2809,2854.0,98.4,5663.0,HF0097
Kalungu Kabukunge HC II NGO,HC II,Private Not For Profit,UMMB,Functional,31.75724,-0.19486,CENTRAL I,KALUNGU,KALUNGU,KALUNGU TOWN COUNCIL,122103,KALUNGU WEST COUNTY,KALUNGU,KALUNGU,KALUNGU TOWN COUNCIL,KIKUMBI WARD,12210302,766,738.0,103.8,1504.0,HF0098
Kalungu HC III,HC III,Government,MOH,Functional,31.756588,-0.165436,CENTRAL I,KALUNGU,KALUNGU,KALUNGU TOWN COUNCIL,122103,KALUNGU WEST COUNTY,KALUNGU,KALUNGU,KALUNGU TOWN COUNCIL,KALUNGU,12210301,1342,1430.0,93.8,2772.0,HF0099
Kigasa Ii HC II,HC II,Government,MOH,Functional,31.782836,-0.06291,CENTRAL I,KALUNGU,KALUNGU,KYAMULIBWA,122104,KALUNGU WEST COUNTY,KALUNGU,KALUNGU,KYAMULIIBWA,KIGASA,12210404,3439,3401.0,101.1,6840.0,HF0100
Kalungu Kabaale HC II GOVT,HC III,Government,MOH,Functional,31.81268,-0.09462,CENTRAL I,KALUNGU,KALUNGU,KYAMULIBWA,122104,KALUNGU WEST COUNTY,KALUNGU,KALUNGU,KYAMULIIBWA,KABAALE,12210403,2211,2314.0,95.5,4525.0,HF0101
Kyamulibwa Gvt HC III,HC III,Government,MOH,Functional,31.75884,-0.07189,CENTRAL I,KALUNGU,KALUNGU,KYAMULIBWA TOWN COUNCIL,122107,KALUNGU WEST COUNTY,KALUNGU,KALUNGU,KYAMULIBWA TOWN COUNCIL,EAST,12210701,1112,1189.0,93.5,2301.0,HF0102
St. Joseph of the Good Shephard Kyamulibwa Ngo HC IV,HC IV,Private Not For Profit,UCMB,Functional,31.757589,-0.082854,CENTRAL I,KALUNGU,KALUNGU,KYAMULIBWA TOWN COUNCIL,122107,KALUNGU WEST COUNTY,KALUNGU,KALUNGU,KYAMULIBWA TOWN COUNCIL,EAST,12210701,1112,1189.0,93.5,2301.0,HF0103
Mukwano Medical Centre CLINIC,HC II,Private For Profit,Local Government,Functional,31.87623,-0.15115,CENTRAL I,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,122105,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,KALIRO WARD,12210503,3341,3434.0,97.3,6775.0,HF0104
St. Francis Maternity Home,HC II,Private For Profit,Local Government,Functional,31.87777,-0.14326,CENTRAL I,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,122105,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,CENTRAL WARD,12210502,4038,4498.0,89.8,8536.0,HF0105
St. Joseph Mother Care HC II,HC II,Private For Profit,Local Government,Functional,31.86841,-0.15787,CENTRAL I,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,122105,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,BAJJA WARD,12210501,1301,1418.0,91.7,2719.0,HF0106
Teguzibirwa Dom Clinic,HC II,Private For Profit,Local Government,Functional,31.876,-0.15096,CENTRAL I,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,122105,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,MAGEZI KIZUNGU WARD,12210504,2910,3223.0,90.3,6133.0,HF0107
Tender Hands Nursing Home HC II,HC II,Private For Profit,Local Government,Functional,31.86749,-0.15822,CENTRAL I,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,122105,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,BAJJA WARD,12210501,1301,1418.0,91.7,2719.0,HF0108
Lukaya HC III,HC III,Government,MOH,Functional,31.874866,-0.142449,CENTRAL I,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,122105,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,LUKAYA TOWN COUNCIL,CENTRAL WARD,12210502,4038,4498.0,89.8,8536.0,HF0109
Kalungi HC II,HC III,Private Not For Profit,,Functional,31.847444,-0.129459,CENTRAL I,KALUNGU,KALUNGU,BUKULULA,122101,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,BUKULULA,LUSASA,12210106,1707,1696.0,100.6,3403.0,HF0110
Kigaaju HC II,HC II,Government,MOH,Functional,31.7032,0.03293,CENTRAL I,KALUNGU,KALUNGU,LWABENGE,122106,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,LWABENGE,BUGOMOLA,12210601,4257,4020.0,105.9,8277.0,HF0111
Kalungu Kasambya HC III GOVT,HC III,Government,MOH,Functional,31.738911,-0.020903,CENTRAL I,KALUNGU,KALUNGU,LWABENGE,122106,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,LWABENGE,KIBISI,12210603,2875,2935.0,98.0,5810.0,HF0112
Kiragga HC III,HC III,Government,MOH,Functional,31.83324,-0.03353,CENTRAL I,KALUNGU,KALUNGU,LWABENGE,122106,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,LWABENGE,KIRAAGA,12210604,4981,5010.0,99.4,9991.0,HF0113
St. Monica Birongo Kalungu HC III,HC III,Private Not For Profit,UCMB,,31.80547,0.01273,CENTRAL I,KALUNGU,KALUNGU,LWABENGE,122106,KALUNGU EAST COUNTY,KALUNGU,KALUNGU,LWABENGE,KIRAAGA,12210604,4981,5010.0,99.4,9991.0,HF0114
Mukwano Clinic HC II,Clinic,Private For Profit,Local Government,Functional,32.564152,0.32444,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,BUKESA,10210101,4326,4711.0,91.8,9037.0,HF0115
Life Savers Clinic HC II,Clinic,Private Not For Profit,Local Government,Non Functional,32.587622,0.346,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KAMWOKYA II,10210105,9041,9599.0,94.2,18640.0,HF0116
AIC Kampala Main Branch HC IV,Clinic,Private Not For Profit,,Functional,32.56755,0.30757,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,MENGO,10210114,5741,5947.0,96.5,11688.0,HF0117
Kololo HOSPITAL,General Hospital,Private For Profit,Local Government,Functional,32.588224,0.336823,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KOLOLO II,10210111,580,552.0,105.1,1132.0,HF0118
Corner Clinic HC II,HC II,Private For Profit,Local Government,Functional,32.587622,0.346,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KAMWOKYA II,10210105,9041,9599.0,94.2,18640.0,HF0119
Crane Health Services HC II,HC II,Private For Profit,Local Government,Functional,32.58308,0.33327,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KOLOLO III,10210112,574,442.0,129.9,1016.0,HF0120
Kisakye Clinic HC II,HC II,Private For Profit,Local Government,Functional,32.572854,0.309132,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KISENYI II,10210108,4134,4195.0,98.5,8329.0,HF0121
Health Community Care HC II,HC II,,,Functional,32.565143,0.311037,GREATER KAMPALA,KAMPALA,,,102103,,KAMPALA,KAMPALA CAPITAL CITY,RUBAGA,NAMIREMBE,10210310,7139,8353.0,85.5,15492.0,HF0122
Osler Clinic HC II,HC II,Private For Profit,,Functional,32.59807,0.32826,GREATER KAMPALA,KAMPALA,KCCA,CENTRAL,102101,CENTRAL,KAMPALA,KCCA,CENTRAL,KOLOLO I,10210110,494,497.0,99.4,991.0,HF0123
Kisenyi HC III,HC III,Government,Local Government,Functional,32.56929,0.30746,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,MENGO,10210114,5741,5947.0,96.5,11688.0,HF0124
Makerere University HC III,HC III,Government,MOH,Functional,32.57053,0.3279,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KAGUGUBE,10210104,2983,3246.0,91.9,6229.0,HF0125
Adventist Medical Center,HC III,Private Not For Profit,,Functional,32.57029,0.32553,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KAGUGUBE,10210104,2983,3246.0,91.9,6229.0,HF0126
Clockwise Clinic HC IINR,HC II,,,Functional,32.573823,0.306413,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KISENYI II,10210108,4134,4195.0,98.5,8329.0,HF0127
Easy Breath Chest Clinic HC IINR,HC II,,,Functional,32.587622,0.346,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KAMWOKYA II,10210105,9041,9599.0,94.2,18640.0,HF0128
Edna Clinic HC IINR,HC II,,,Functional,32.568358,0.327816,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KAGUGUBE,10210104,2983,3246.0,91.9,6229.0,HF0129
Eye Care Centre HC IINR,HC II,,,Functional,32.946421,0.807525,CENTRAL II,KAYUNGA,BBAALE,KITIMBWA,112104,BBALE COUNTY,KAYUNGA,BBAALE,KITIMBWA,NAKIVUBO,11210403,3655,3769.0,97.0,7424.0,HF0130
Fiona Clinic HC IINR,HC II,,,Functional,32.946421,0.807525,CENTRAL II,KAYUNGA,BBAALE,KITIMBWA,112104,BBALE COUNTY,KAYUNGA,BBAALE,KITIMBWA,NAKIVUBO,11210403,3655,3769.0,97.0,7424.0,HF0131
Fk Clinic HC IINR,HC II,,,Functional,32.587622,0.346,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KAMWOKYA II,10210105,9041,9599.0,94.2,18640.0,HF0132
Fort Lugard Medical Centre HC IINR,HC II,,,Functional,32.946421,0.807525,CENTRAL II,KAYUNGA,BBAALE,KITIMBWA,112104,BBALE COUNTY,KAYUNGA,BBAALE,KITIMBWA,NAKIVUBO,11210403,3655,3769.0,97.0,7424.0,HF0133
Hope Uganda Ltd HC IINR,HC II,,,Functional,32.564152,0.32444,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,BUKESA,10210101,4326,4711.0,91.8,9037.0,HF0134
J & H Medical Clinic HC II NR,HC II,,,Functional,32.587622,0.346,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KAMWOKYA II,10210105,9041,9599.0,94.2,18640.0,HF0135
Kampala Diagnostic Centre HC IINR,HC II,,,Functional,32.577527,0.313536,GREATER KAMPALA,KAMPALA,KCCA,CENTRAL,102101,CENTRAL,KAMPALA,KCCA,CENTRAL,NAKASERO IV,10210118,509,284.0,179.2,793.0,HF0136
Kampala Health Clinic HC IINR,HC II,,,Functional,32.946421,0.807525,CENTRAL II,KAYUNGA,BBAALE,KITIMBWA,112104,BBALE COUNTY,KAYUNGA,BBAALE,KITIMBWA,NAKIVUBO,11210403,3655,3769.0,97.0,7424.0,HF0137
Kampala Poly Clinic HC IINR,HC II,,,Functional,32.577527,0.313536,GREATER KAMPALA,KAMPALA,KCCA,CENTRAL,102101,CENTRAL,KAMPALA,KCCA,CENTRAL,NAKASERO IV,10210118,509,284.0,179.2,793.0,HF0138
Kanoni Traders Clinic HC IINR,HC II,,,Functional,32.572854,0.309132,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KISENYI II,10210108,4134,4195.0,98.5,8329.0,HF0139
Life Guard Clinic HC IINR,HC II,,,Functional,32.57106,0.312847,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KISENYI I,10210107,561,559.0,100.4,1120.0,HF0140
Lunar Clinic HC IINR,HC II,,,Functional,32.572854,0.309132,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KISENYI II,10210108,4134,4195.0,98.5,8329.0,HF0141
Mamba Medical Clinic HC IINR,HC II,,,Functional,32.573823,0.306413,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KISENYI II,10210108,4134,4195.0,98.5,8329.0,HF0142
Muna Clinic HC IINR,HC II,,,Functional,32.587622,0.346,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KAMWOKYA II,10210105,9041,9599.0,94.2,18640.0,HF0143
Mundu Clinic HC IINR,HC II,,,Functional,32.57106,0.312847,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KISENYI I,10210107,561,559.0,100.4,1120.0,HF0144
Nakulabye Clinic HC IINR,HC II,,,Functional,32.565143,0.311037,GREATER KAMPALA,KAMPALA,,,102103,,KAMPALA,KAMPALA CAPITAL CITY,RUBAGA,NAMIREMBE,10210310,7139,8353.0,85.5,15492.0,HF0145
National Housing Clinic HC IINR,HC II,,,Functional,32.611125,0.331866,GREATER KAMPALA,KAMPALA,,,102105,,KAMPALA,KAMPALA CAPITAL CITY,NAKAWA,NAGURU I,10210517,2330,2584.0,90.2,4914.0,HF0146
Noor Nursing Home HC IINR,HC II,,,Functional,32.572854,0.309132,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KISENYI II,10210108,4134,4195.0,98.5,8329.0,HF0147
Safe Star General Care HC IINR,HC II,,,Functional,32.565143,0.311037,GREATER KAMPALA,KAMPALA,,,102103,,KAMPALA,KAMPALA CAPITAL CITY,RUBAGA,NAMIREMBE,10210310,7139,8353.0,85.5,15492.0,HF0148
St. Catherine Clinic HC II,HC II,,,Functional,32.568232,0.319604,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,BUKESA,10210101,4326,4711.0,91.8,9037.0,HF0149
St. Charity Clinic HC II NR,HC II,,,Functional,32.572854,0.309132,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KISENYI II,10210108,4134,4195.0,98.5,8329.0,HF0150
St. Luke Clinic HC II NR,HC II,,,Functional,32.565143,0.311037,GREATER KAMPALA,KAMPALA,,,102103,,KAMPALA,KAMPALA CAPITAL CITY,RUBAGA,NAMIREMBE,10210310,7139,8353.0,85.5,15492.0,HF0151
St. Paul Nursing Home HC II NR,HC II,,,Functional,32.572854,0.309132,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KISENYI II,10210108,4134,4195.0,98.5,8329.0,HF0152
Twins Clinic HC II NR,HC II,,,Functional,32.533355,0.271122,GREATER KAMPALA,WAKISO,MAKINDYE SSABAGABO MUNICIPALITY,BUNAMWAYA DIVISION,113501,MAKINDYE-SSABAGABO MUNICIPALITY,WAKISO,SSABAGABO-MAKINDYE MUNICIPALITY,BUNAMWAYA DIVISION,MUTUNDWE,11350102,18830,21154.0,89.0,39984.0,HF0153
Valley Maternity Home HC IINR,HC II,,,Functional,32.587622,0.346,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,KAMWOKYA II,10210105,9041,9599.0,94.2,18640.0,HF0154
TASO Mulago CLINIC,Clinic,,CSO,Functional,32.57737,0.34298,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,MULAGO I,10210216,3436,3745.0,91.7,7181.0,HF0155
Bunawona Clinic HC II,Clinic,,,Functional,32.60913,0.339317,GREATER KAMPALA,KAMPALA,,,102105,,KAMPALA,KAMPALA CAPITAL CITY,NAKAWA,NAGURU II,10210518,13565,13212.0,102.7,26777.0,HF0156
Bwaise Clinic HC II,Clinic,,,Functional,32.562234,0.353423,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,BWAISE II,10210202,8577,9692.0,88.5,18269.0,HF0157
Friends Valley HC II,Clinic,,,Functional,32.565127,0.374995,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,KAWEMPE I,10210205,20889,23856.0,87.6,44745.0,HF0158
Kaju Clinic HC II,Clinic,,,Functional,32.567704,0.394118,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,KAWEMPE II,10210206,10720,12519.0,85.6,23239.0,HF0159
Kawempe Home Care Initiative CLINIC,Clinic,Private Not For Profit,,Functional,32.56146,0.36205,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,KAWEMPE I,10210205,20889,23856.0,87.6,44745.0,HF0160
Life Trust Clinic HC II NR,Clinic,,,Functional,32.573788,0.346098,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,MULAGO II,10210217,6810,7683.0,88.6,14493.0,HF0161
Mab Clinic HC IINR,Clinic,,,Functional,32.56037,0.340124,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,MAKERERE II,10210212,7045,7748.0,90.9,14793.0,HF0162
Makerere Medic HC II NR,Clinic,,,Functional,32.56683,0.345542,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,MAKERERE I,10210211,4307,4488.0,96.0,8795.0,HF0163
Makerere West HC IINR,Clinic,,,Functional,32.563088,0.341445,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,MAKERERE I,10210211,4307,4488.0,96.0,8795.0,HF0164
Roston Clinic HC II,Clinic,,,Functional,32.577827,0.396081,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,MPERERWE,10210215,2705,3287.0,82.3,5992.0,HF0165
Sacred Heart HC II,Clinic,,,Functional,32.565127,0.374995,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,KAWEMPE I,10210205,20889,23856.0,87.6,44745.0,HF0166
St. Jordan Medical Centre,Clinic,,,Functional,31.14913043,0.957845403,BUNYORO,KAKUMIRO,BUGANGAIZI,BIREMBO,428101,BUGANGAIZI WEST COUNTY,KAKUMIRO,BUGANGAIZI,BIREMBO,IGAYAZA,42810101,5505,5679.0,96.9,11184.0,HF0167
Wandegeya Medical Chambers HCII,Clinic,,,Functional,32.57456,0.33049,GREATER KAMPALA,KAMPALA,,,102101,,KAMPALA,KAMPALA CAPITAL CITY,CENTRAL,NAKASERO II,10210116,977,818.0,119.4,1795.0,HF0168
Njeru Maternity HC II,HC II,Private For Profit,Local Government,Functional,32.56751,0.36173,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,KAWEMPE I,10210205,20889,23856.0,87.6,44745.0,HF0169
Equator Clinic HC II,HC II,,,Functional,32.567704,0.394118,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,KAWEMPE II,10210206,10720,12519.0,85.6,23239.0,HF0170
Erisa Clinic HC II,HC II,Private For Profit,,Functional,32.53512,0.33297,GREATER KAMPALA,KAMPALA,,,102103,,KAMPALA,KAMPALA CAPITAL CITY,RUBAGA,LUBYA,10210305,30881,35371.0,87.3,66252.0,HF0171
Friendly Care Clinic HC II,HC II,Private For Profit,,Functional,32.565127,0.374995,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,KAWEMPE I,10210205,20889,23856.0,87.6,44745.0,HF0172
Immd Clinic HC II,HC II,,,Functional,32.567103,0.352307,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,MAKERERE III,10210213,5619,6200.0,90.6,11819.0,HF0173
Kawempe Samar HC II,HC II,Private For Profit,,Functional,32.567704,0.394118,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,KAWEMPE II,10210206,10720,12519.0,85.6,23239.0,HF0174
Man Clinic HC II,HC II,,,Functional,32.573788,0.346098,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,MULAGO II,10210217,6810,7683.0,88.6,14493.0,HF0175
Model Clinic HC II,HC II,Private For Profit,,Functional,32.570699,0.343354,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,MAKERERE I,10210211,4307,4488.0,96.0,8795.0,HF0176
St. Stephen'S Clinic HC II,HC II,Private For Profit,,Functional,32.550567,0.341656,GREATER KAMPALA,KAMPALA,,,102103,,KAMPALA,KAMPALA CAPITAL CITY,RUBAGA,KASUBI,10210303,28066,31983.0,87.8,60049.0,HF0177
Two Medic Clinic HC II,HC II,Private For Profit,,Functional,32.56111,0.362895,GREATER KAMPALA,KAMPALA,,,102102,,KAMPALA,KAMPALA CAPITAL CITY,KAWEMPE,KAWEMPE I,10210205,20889,23856.0,87.6,44745.0,HF0178
Paragon Medical Clinic HC II,Clinic,Private For Profit,Local Government,Functional,32.62775,0.3098,GREATER KAMPALA,KAMPALA,,,102105,,KAMPALA,KAMPALA CAPITAL CITY,NAKAWA,BUGOLOBI,10210502,2373,2650.0,89.5,5023.0,HF0179
Bongo Clinic HC II,Clinic,,,Functional,32.6142,0.26835,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,LUKULI,10210412,14281,16487.0,86.6,30768.0,HF0180
Community Med. HC II,Clinic,,,Functional,32.595567,0.311245,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,KIBULI,10210408,12857,13333.0,96.4,26190.0,HF0181
Ekifa Munyanja HC II,Clinic,,,Functional,32.572251,0.292639,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,KIBUYE II,10210410,4320,4731.0,91.3,9051.0,HF0182
F & A Clinic HC II,Clinic,,,Functional,32.602278,0.31303,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,WABIGALO,10210420,7166,8099.0,88.5,15265.0,HF0183
Family Health Care HC II,Clinic,,,Functional,32.609979,0.36688,GREATER KAMPALA,KAMPALA,,,102105,,KAMPALA,KAMPALA CAPITAL CITY,NAKAWA,BUKOTO II,10210504,10326,12447.0,83.0,22773.0,HF0184
Gava Dent Clinic HC II,Clinic,,,Functional,32.574151,0.299435,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,KATWE I,10210406,3796,4071.0,93.2,7867.0,HF0185
Grace Health Unit HC II,Clinic,,,Functional,32.608071,0.289883,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,KANSANGA-MUYENGA,10210405,11120,11767.0,94.5,22887.0,HF0186
Health Care Kibuli HC II,Clinic,,,Functional,32.595567,0.311245,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,KIBULI,10210408,12857,13333.0,96.4,26190.0,HF0187
Hope Clinic Lukuli HC II,Clinic,Private Not For Profit,,Functional,32.60038,0.27986,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,LUKULI,10210412,14281,16487.0,86.6,30768.0,HF0188
Hope Medical Clinic HC II,Clinic,,,Functional,32.606944,0.308205,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,KISUGU,10210411,9400,9835.0,95.6,19235.0,HF0189
House Of Hope Clinic HC II,Clinic,,,Functional,32.62688639,0.253131433,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,BUZIGA,10210402,7443,8534.0,87.2,15977.0,HF0190
J & B Clinic HC II,Clinic,,,Functional,32.587136,0.298195,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,LUKULI,10210412,14281,16487.0,86.6,30768.0,HF0191
Kisakyamukama HC II,Clinic,,,Functional,32.62908,0.259607,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,GGABA,10210403,11264,13144.0,85.7,24408.0,HF0192
Konge Clinic HC II NR,Clinic,,,Functional,32.624432,0.249768,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,BUZIGA,10210402,7443,8534.0,87.2,15977.0,HF0193
Masaba Clinic HC II NR,Clinic,,,Functional,32.576766,0.283351,GREATER KAMPALA,KAMPALA,,,102104,,KAMPALA,KAMPALA CAPITAL CITY,MAKINDYE,MAKINDYE II,10210415,6935,8849.0,78.4,15784.0,HF0194
