name,type,ownership,authority,status,longitude,latitude,F15Regions,DName2016,CName2016,SName2016,scode,costituenc,d,c,s,p,pc2016,mpopn,fpopn,SexRatio,tpopn,hf_id
Muwanga HC III,HC III,Government,MOH,Functional,31.96262,0.69511,CENTRAL II,KIBOGA,KIBOGA,MUWANGA,103108,KIBOGA EAST COUNTY,KIBOGA,KIBOGA,MUWANGA,MUWANGA,10310802,1856,1743.0,106.5,3599.0,HF0336
Nabwendo HC III,HC III,Private Not For Profit,,Functional,31.97536,0.66307,CENTRAL II,KIBOGA,KIBOGA,MUWANGA,103108,KIBOGA EAST COUNTY,KIBOGA,KIBOGA,MUWANGA,NABWENDO,10310803,3085,3043.0,101.4,6128.0,HF0337
Butemba HC III,HC III,Government,MOH,Functional,31.60238,1.14256,CENTRAL II,KYANKWANZI,KIBOGA,BUTEMBA TOWN COUNCIL,123103,BUTEMBA COUNTY,KYANKWANZI,KIBOGA,BUTEMBA  TOWN COUNCIL,BUTEMBA  WARD,12310302,1665,1419.0,117.3,3084.0,HF0342
Kyankwanzi Kiyuni HC III,HC III,Government,MOH,Functional,31.49097,0.93761,CENTRAL II,KYANKWANZI,KIBOGA,GAYAZA,123104,NTWETWE COUNTY,KYANKWANZI,KIBOGA,GAYAZA,GAYAZA,12310401,1347,1178.0,114.3,2525.0,HF0344
Kyankwazi HC III,HC III,Government,MOH,Functional,31.78515,1.19939,CENTRAL II,KYANKWANZI,KIBOGA,KYANKWANZI TOWN COUNCIL,123113,BUTEMBA COUNTY,KYANKWANZI,KIBOGA,KYANKWANZI TOWN COUNCIL,NTEYERA,12311310,703,643.0,109.3,1346.0,HF0346
St. Balikudembe HC III,HC III,Private Not For Profit,UCMB,Functional,31.70808,1.17546,CENTRAL II,KYANKWANZI,KIBOGA,KYANKWANZI,123105,BUTEMBA COUNTY,KYANKWANZI,KIBOGA,KYANKWANZI,LUBIRI,12310506,938,892.0,105.2,1830.0,HF0347
Nalinnya  Ndagire HC II,HC III,Government,MOH,Functional,31.70972,0.9051,CENTRAL II,KYANKWANZI,KIBOGA,MULAGI,123106,NTWETWE COUNTY,KYANKWANZI,KIBOGA,MULAGI,KIGANDO,12310603,1130,1162.0,97.2,2292.0,HF0349
Kikonda HC III,HC III,Government,MOH,Functional,31.48666,1.27364,CENTRAL II,KYANKWANZI,KIBOGA,NSAMBYA,123108,BUTEMBA COUNTY,KYANKWANZI,KIBOGA,NSAMBYA,KIKONDA,12310804,1890,1848.0,102.3,3738.0,HF0350
Ntwetwe HC IV,HC IV,Government,MOH,Functional,31.58917,0.94932,CENTRAL II,KYANKWANZI,KIBOGA,NTWETWE  TOWN COUNCIL,123110,NTWETWE COUNTY,KYANKWANZI,KIBOGA,NTWETWE  TOWN  COUNCIL,CENTRAL WARD,12311001,2310,2367.0,97.6,4677.0,HF0354
Bamunanika HC III,HC III,Government,MOH,Functional,32.60648,0.69568,CENTRAL II,LUWERO,BAMUNANIKA,BAMUNANIKA,104101,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,BAMUNANIKA,KITEME,10410103,2727,2679.0,101.8,5406.0,HF0360
Sekamuli HC III,HC III,Government,MOH,Functional,32.63271,0.77682,CENTRAL II,LUWERO,BAMUNANIKA,BAMUNANIKA,104101,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,BAMUNANIKA,SEKAMULI,10410106,2939,2933.0,100.2,5872.0,HF0361
Bombo General Military HOSPITAL,General Hospital,Government,Army,Functional,32.53631,0.58475,CENTRAL II,LUWERO,KATIKAMU,BOMBO TOWN COUNCIL,104201,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,BOMBO TOWN COUNCIL,LOMULE,10420103,2044,2236.0,91.4,4280.0,HF0362
Bombo  HC III,HC III,Government,MOH,Functional,32.52545,0.58033,CENTRAL II,LUWERO,KATIKAMU,BOMBO TOWN COUNCIL,104201,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,BOMBO TOWN COUNCIL,GANGAMA,10420102,851,873.0,97.5,1724.0,HF0363
Nakatonya HC III,HC III,Government,MOH,Functional,32.53801,0.58863,CENTRAL II,LUWERO,KATIKAMU,BOMBO TOWN COUNCIL,104201,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,BOMBO TOWN COUNCIL,MPAKAWERO,10420104,3752,3680.0,102.0,7432.0,HF0364
St. Luke Namaliga HC III,HC III,Private Not For Profit,UCMB,Functional,32.55036,0.58445,CENTRAL II,LUWERO,KATIKAMU,BOMBO TOWN COUNCIL,104201,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,BOMBO TOWN COUNCIL,NAMALIGA,10420105,3127,3455.0,90.5,6582.0,HF0365
Butuntumula HC III,HC III,Government,MOH,Functional,32.4652,0.96378,CENTRAL II,LUWERO,KATIKAMU,BUTUNTUMULA,104202,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,BUTUNTUMULA,KAKABALA,10420203,3877,3810.0,101.8,7687.0,HF0369
Kasaala St. Mary HC III,HC III,Private Not For Profit,UCMB,Functional,32.48919,0.88588,CENTRAL II,LUWERO,KATIKAMU,BUTUNTUMULA,104202,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,BUTUNTUMULA,NGOGOLO,10420207,2985,3204.0,93.2,6189.0,HF0370
JEK Com HC III,HC III,Private Not For Profit,Local Government,Functional,32.65802,0.58748,CENTRAL II,LUWERO,BAMUNANIKA,KALAGALA,104102,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,KALAGALA,BUSIIKA,10410201,4284,4569.0,93.8,8853.0,HF0375
Kalagala HC IV,HC IV,Government,MOH,Functional,32.67677,0.5943,CENTRAL II,LUWERO,BAMUNANIKA,KALAGALA,104102,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,KALAGALA,BUSIIKA,10410201,4284,4569.0,93.8,8853.0,HF0376
Kamira HC III,HC III,Government,MOH,Functional,32.703992,0.9396,CENTRAL II,LUWERO,BAMUNANIKA,KAMIRA,104103,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,KAMIRA,KASWA,10410302,2581,2533.0,101.9,5114.0,HF0378
Katikamu  HC III,HC III,Government,MOH,Functional,32.52895,0.73055,CENTRAL II,LUWERO,KATIKAMU,WOBULENZI TOWN COUNCIL,104208,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,WOBULENZI TOWN COUNCIL,KATIKAMU,10420803,1726,2037.0,84.7,3763.0,HF0381
Kikoma HC III,HC III,Government,MOH,Functional,32.52119,0.74191,CENTRAL II,LUWERO,KATIKAMU,KATIKAMU,104203,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,KATIKAMU,BUKEEKA,10420301,1888,1973.0,95.7,3861.0,HF0382
Kyalugondo HC III,HC III,Government,MOH,Functional,32.490559,0.759791,CENTRAL II,LUWERO,KATIKAMU,KATIKAMU,104203,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,KATIKAMU,KYALUGONDO,10420304,2838,2870.0,98.9,5708.0,HF0383
Nsawo HC III,HC III,Government,MOH,Functional,32.547209,0.68422,CENTRAL II,LUWERO,KATIKAMU,KATIKAMU,104203,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,KATIKAMU,KIKOMA,10420303,2280,2377.0,95.9,4657.0,HF0384
Lugo HC III,HC III,Private Not For Profit,UMMB,Functional,32.51234,0.7684,CENTRAL II,LUWERO,KATIKAMU,KATIKAMU,104203,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,KATIKAMU,MIGADDE,10420305,4242,4496.0,94.4,8738.0,HF0385
Kibengo HC III,HC III,Government,MOH,Functional,32.75007,0.86181,CENTRAL II,LUWERO,BAMUNANIKA,KIKYUSA,104104,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,KIKYUSA,KIBENGO,10410401,2623,2335.0,112.3,4958.0,HF0388
Wabusana HC III,HC III,Government,MOH,Functional,32.70973,0.85314,CENTRAL II,LUWERO,BAMUNANIKA,KIKYUSA,104104,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,KIKYUSA,KIBENGO,10410401,2623,2335.0,112.3,4958.0,HF0389
Kikyusa Holy Cross HC III,HC III,Private Not For Profit,UCMB,Functional,32.64537,0.83166,CENTRAL II,LUWERO,BAMUNANIKA,KIKYUSA,104104,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,KIKYUSA,KIZIBA,10410403,6035,6367.0,94.8,12402.0,HF0390
Luwero HC IV,HC IV,Government,MOH,Functional,32.606311,0.683861,CENTRAL II,LUWERO,BAMUNANIKA,BAMUNANIKA,104101,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,BAMUNANIKA,KYAMPISI,10410104,4019,4101.0,98.0,8120.0,HF0401
Bishop Asili Ceaser HC IV,HC IV,Private Not For Profit,UCMB,Functional,32.66096,0.663464,CENTRAL II,LUWERO,BAMUNANIKA,ZIROBWE,104105,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,ZIROBWE,BUKIMU,10410502,4629,4851.0,95.4,9480.0,HF0402
Bowa HC III,HC III,Government,MOH,Functional,32.478064,0.662335,CENTRAL II,LUWERO,KATIKAMU,MAKULUBITA,104206,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,MAKULUBITA,KAGOGO,10420601,1721,1631.0,105.5,3352.0,HF0405
Kasozi HC III GOVT,HC III,Government,MOH,Functional,32.41096,0.64154,CENTRAL II,LUWERO,KATIKAMU,MAKULUBITA,104206,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,MAKULUBITA,KASOZI,10420605,2041,1917.0,106.5,3958.0,HF0406
Makulubita HC III,HC III,Government,MOH,Functional,32.521272,0.934011,CENTRAL II,LUWERO,KATIKAMU,BUTUNTUMULA,104202,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,BUTUNTUMULA,KYAWANGABI,10420206,2630,2464.0,106.7,5094.0,HF0407
Nyimbwa HC IV,HC IV,Government,MOH,Functional,32.487199,0.877101,CENTRAL II,LUWERO,KATIKAMU,LUWERO,104205,KATIKAMU COUNTY NORTH,LUWERO,KATIKAMU,LUWERO,KASAALA,10420505,1722,1740.0,99.0,3462.0,HF0411
Bukalasa HC III,HC III,Government,MOH,Functional,32.644737,0.834915,CENTRAL II,LUWERO,BAMUNANIKA,KIKYUSA,104104,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,KIKYUSA,KIZIBA,10410403,6035,6367.0,94.8,12402.0,HF0415
Katikamu-The Good Samaritan HC III,HC III,Private Not For Profit,UCMB,Functional,32.52369,0.73883,CENTRAL II,LUWERO,KATIKAMU,WOBULENZI TOWN COUNCIL,104208,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,WOBULENZI TOWN COUNCIL,KATIKAMU,10420803,1726,2037.0,84.7,3763.0,HF0416
Orient M/C HC III,HC III,Private For Profit,,Functional,32.5324,0.72056,CENTRAL II,LUWERO,KATIKAMU,WOBULENZI TOWN COUNCIL,104208,KATIKAMU COUNTY SOUTH,LUWERO,KATIKAMU,WOBULENZI TOWN COUNCIL,WOBULENZI EAST,10420805,4696,5714.0,82.2,10410.0,HF0417
Zirobwe HC III,HC III,Government,MOH,Functional,32.684859,0.678746,CENTRAL II,LUWERO,BAMUNANIKA,ZIROBWE,104105,BAMUNANIKA COUNTY,LUWERO,BAMUNANIKA,ZIROBWE,BUKIMU,10410502,4629,4851.0,95.4,9480.0,HF0422
Lwengo Kinoni HC III GOVT,HC III,Government,MOH,Functional,31.55569,-0.33903,CENTRAL I,LWENGO,BUKOTO,KISEKKA,124101,BUKOTO COUNTY SOUTH,LWENGO,BUKOTO,KISEKKA,NAKALEMBE,12410105,2890,2968.0,97.4,5858.0,HF0427
Kyamaganda HC III,HC III,Private Not For Profit,UCMB,Functional,31.53962,-0.38205,CENTRAL I,LWENGO,BUKOTO,KISEKKA,124101,BUKOTO COUNTY SOUTH,LWENGO,BUKOTO,KISEKKA,NAKATETE,12410106,2187,2296.0,95.3,4483.0,HF0428
Kiwangala HC IV,HC IV,Government,MOH,Functional,31.51589,-0.47508,CENTRAL I,LWENGO,BUKOTO,KISEKKA,124101,BUKOTO COUNTY SOUTH,LWENGO,BUKOTO,KISEKKA,KIWANGALA,12410108,4523,4879.0,92.7,9402.0,HF0429
Kimwanyi HC III,HC III,Private Not For Profit,,Functional,31.6343,-0.31689,CENTRAL I,LWENGO,BUKOTO,KKINGO,124102,BUKOTO COUNTY SOUTH,LWENGO,BUKOTO,KKINGO,KASAANA,12410202,2772,2836.0,97.7,5608.0,HF0433
Kyazanga HC IV,HC IV,Government,MOH,Functional,31.31989,-0.38311,CENTRAL I,LWENGO,BUKOTO,KYAZANGA TOWN COUNCIL,124104,BUKOTO COUNTY WEST,LWENGO,BUKOTO,KYAZANGA TOWN COUNCIL,CENTRAL,12410401,1793,1886.0,95.1,3679.0,HF0438
Katovu HC III,HC III,Government,MOH,Functional,31.25634,-0.37348,CENTRAL I,LWENGO,BUKOTO,MALONGO,124107,BUKOTO COUNTY WEST,LWENGO,BUKOTO,MALONGO,KATOVU TOWN BOARD,12410705,2996,3400.0,88.1,6396.0,HF0442
Kyetume HC III,HC III,Government,MOH,Functional,31.68109,-0.31302,CENTRAL I,LWENGO,BUKOTO,KKINGO,124102,BUKOTO COUNTY SOUTH,LWENGO,BUKOTO,KKINGO,KITEREDDE,12410204,3527,3840.0,91.8,7367.0,HF0444
St. Francis Mbirizi HC III,HC III,Private Not For Profit,UCMB,Functional,31.45997,-0.38894,CENTRAL I,LWENGO,BUKOTO,LWENGO TOWN COUNCIL,124106,BUKOTO COUNTY MID-WEST,LWENGO,BUKOTO,LWENGO TOWN COUNCIL,CENTRAL WARD,12410601,767,949.0,80.8,1716.0,HF0445
Lwengo HC IV,HC IV,Government,MOH,Functional,31.44103,-0.43718,CENTRAL I,LWENGO,BUKOTO,LWENGO,124105,BUKOTO COUNTY MID-WEST,LWENGO,BUKOTO,LWENGO,KITO,12410502,5150,5367.0,96.0,10517.0,HF0446
Nanywa HC III,HC III,Government,MOH,Functional,31.4017,-0.53507,CENTRAL I,LWENGO,BUKOTO,NDAGWE,124108,BUKOTO COUNTY MID-WEST,LWENGO,BUKOTO,NDAGWE,NDAGWE,12410803,5960,5889.0,101.2,11849.0,HF0447
Makondo HC II,HC III,Private Not For Profit,UCMB,Functional,31.4301,-0.58601,CENTRAL I,LWENGO,BUKOTO,NDAGWE,124108,BUKOTO COUNTY MID-WEST,LWENGO,BUKOTO,NDAGWE,NDAGWE,12410803,5960,5889.0,101.2,11849.0,HF0448
Kaliiro HC III,HC III,Government,MOH,Functional,31.16382,-0.28877,CENTRAL I,LYANTONDE,KABULA,KALIIRO,114101,KABULA COUNTY,LYANTONDE,KABULA,KALIIRO,KALIIRO,11410102,2183,2222.0,98.2,4405.0,HF0452
Kasagama HC III,HC III,Government,MOH,Functional,31.14852,-0.11976,CENTRAL I,LYANTONDE,KABULA,KASAGAMA,114102,KABULA COUNTY,LYANTONDE,KABULA,KASAGAMA,KISALUWOKO,11410204,1275,1349.0,94.5,2624.0,HF0456
Kinuuka  HC III,HC III,Government,MOH,Functional,31.12423,-0.27445,CENTRAL I,LYANTONDE,KABULA,KINUUKA,114103,KABULA COUNTY,LYANTONDE,KABULA,KINUUKA,NAKASOZI,11410302,1461,1554.0,94.0,3015.0,HF0458
Lyantonde HOSPITAL,General Hospital,Government,MOH,Functional,31.15287,-0.39364,CENTRAL I,LYANTONDE,KABULA,LYANTONDE TOWN COUNCIL,114105,KABULA COUNTY,LYANTONDE,KABULA,LYANTONDE TOWN COUNCIL,KALIIRO,11410501,1910,2106.0,90.7,4016.0,HF0465
St. Elizabeth Kijjukizo HC III,HC III,Private Not For Profit,UCMB,Functional,31.14995,-0.41214,CENTRAL I,LYANTONDE,KABULA,LYANTONDE TOWN COUNCIL,114105,KABULA COUNTY,LYANTONDE,KABULA,LYANTONDE TOWN COUNCIL,KOOKI,11410502,4635,5172.0,89.6,9807.0,HF0471
Mpumudde HC III,HC III,Government,MOH,Functional,31.26136,-0.28334,CENTRAL I,LYANTONDE,KABULA,MPUMUDDE,114106,KABULA COUNTY,LYANTONDE,KABULA,MPUMUDDE,MPUMUDDE,11410605,2671,2776.0,96.2,5447.0,HF0475
Ssunga HC III,HC III,Private Not For Profit,UCMB,Functional,31.86382,-0.31139,CENTRAL I,MASAKA,BUKOTO,BUKAKATA,105101,BUKOTO COUNTY EAST,MASAKA,BUKOTO,BUKAKATA,SSUNGA,10510103,2526,2476.0,102.0,5002.0,HF0478
Bukeeri HC III,HC III,Government,MOH,Functional,31.768812,-0.442211,CENTRAL I,MASAKA,BUKOTO,BUWUNGA,105102,BUKOTO COUNTY EAST,MASAKA,BUKOTO,BUWUNGA,KAMWOZI,10510204,3283,3141.0,104.5,6424.0,HF0482
Masaka Buwunga HC III GOVT,HC III,Government,MOH,Functional,31.78193,-0.38566,CENTRAL I,MASAKA,BUKOTO,BUWUNGA,105102,BUKOTO COUNTY EAST,MASAKA,BUKOTO,BUWUNGA,BUWUNGA,10510202,1961,2052.0,95.6,4013.0,HF0483
Bukoto HC III,HC III,Government,MOH,Functional,31.76381,-0.40831,CENTRAL I,MASAKA,BUKOTO,BUWUNGA,105102,BUKOTO COUNTY EAST,MASAKA,BUKOTO,BUWUNGA,KAMWOZI,10510204,3283,3141.0,104.5,6424.0,HF0485
Masaka Prisons Clinic HC III,HC III,Government,Prisons,Functional,31.73442,-0.34567,CENTRAL I,MASAKA,MASAKA MUNICIPALITY,KIMAANYA-KYABAKUZA DIVISION,105202,MASAKA MUNICIPALITY,MASAKA,MASAKA MUNICIPALITY,KIMAANYA-KYABAKUZA,KIMAANYA,10520201,12669,13611.0,93.1,26280.0,HF0493
Masaka REGIONAL REF HOSPITAL,RR Hospital,Government,MOH,Functional,31.7344,-0.3294,CENTRAL I,MASAKA,MASAKA MUNICIPALITY,KIMAANYA-KYABAKUZA DIVISION,105202,MASAKA MUNICIPALITY,MASAKA,MASAKA MUNICIPALITY,KIMAANYA-KYABAKUZA,KIMAANYA,10520201,12669,13611.0,93.1,26280.0,HF0494
Kamulegu HC III,HC III,Government,MOH,Functional,31.70288,-0.56304,CENTRAL I,MASAKA,BUKOTO,KYESIIGA,105105,BUKOTO COUNTY CENTRAL,MASAKA,BUKOTO,KYESIIGA,BUGERE,10510502,2860,2969.0,96.3,5829.0,HF0498
Kyannamukaaka HC IV,HC IV,Government,MOH,Functional,31.71043,-0.50911,CENTRAL I,MASAKA,BUKOTO,KYANAMUKAAKA,105104,BUKOTO COUNTY CENTRAL,MASAKA,BUKOTO,KYANAMUKAAKA,KYANTALE,10510404,3884,3771.0,103.0,7655.0,HF0499
Mpugwe HC III,HC III,Government,MOH,Functional,31.81036,-0.26934,CENTRAL I,MASAKA,BUKOTO,MUKUNGWE,105106,BUKOTO COUNTY EAST,MASAKA,BUKOTO,MUKUNGWE,SAMALIA,10510606,4306,4532.0,95.0,8838.0,HF0502
Butende HC III,HC III,Private Not For Profit,UCMB,Functional,31.82034,-0.24811,CENTRAL I,MASAKA,BUKOTO,MUKUNGWE,105106,BUKOTO COUNTY EAST,MASAKA,BUKOTO,MUKUNGWE,MATANGA,10510605,3114,3399.0,91.6,6513.0,HF0503
Kako HC III,HC III,Private Not For Profit,,Functional,31.80599,-0.30111,CENTRAL I,MASAKA,BUKOTO,MUKUNGWE,105106,BUKOTO COUNTY EAST,MASAKA,BUKOTO,MUKUNGWE,SAMALIA,10510606,4306,4532.0,95.0,8838.0,HF0504
Kiyumba HC IV,HC IV,Government,MOH,Functional,31.81864,-0.33847,CENTRAL I,MASAKA,BUKOTO,MUKUNGWE,105106,BUKOTO COUNTY EAST,MASAKA,BUKOTO,MUKUNGWE,BULAYI,10510602,2120,2148.0,98.7,4268.0,HF0505
St. Joseph Kitovu HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,31.75956,-0.34402,CENTRAL I,MASAKA,MASAKA MUNICIPALITY,NYENDO-SSENYANGE DIVISION,105203,MASAKA MUNICIPALITY,MASAKA,MASAKA MUNICIPALITY,NYENDO-SSENYANGE,SSENYANGE,10520302,4315,4540.0,95.0,8855.0,HF0506
Bulera HC III,HC III,Government,MOH,Functional,32.01912,0.50342,CENTRAL II,MITYANA,MITYANA,BULERA,115201,MITYANA COUNTY NORTH,MITYANA,MITYANA,BULERA,BULERA,11520103,1579,1485.0,106.3,3064.0,HF0520
Namutamba HC III,HC III,Private Not For Profit,,Functional,32.08655,0.50461,CENTRAL II,MITYANA,MITYANA,BULERA,115201,MITYANA COUNTY NORTH,MITYANA,MITYANA,BULERA,NAMUTAMBA,11520111,1483,1408.0,105.3,2891.0,HF0521
Kabule HC III,HC III,Government,MOH,Functional,32.13226,0.41952,CENTRAL II,MITYANA,MITYANA MUNICIPALITY,TTAMU DIVISION,115303,MITYANA MUNICIPALITY,MITYANA,MITYANA MUNICIPALITY,TTAMU DIVISION,KABULE,11530302,1884,1812.0,104.0,3696.0,HF0527
Naama HC III,HC III,Government,MOH,Functional,31.98147,0.41534,CENTRAL II,MITYANA,MITYANA MUNICIPALITY,BUSIMBI DIVISION,115301,MITYANA MUNICIPALITY,MITYANA,MITYANA MUNICIPALITY,BUSIMBI DIVISION,NAAMA,11530103,4066,4209.0,96.6,8275.0,HF0528
Lulagala HC III,HC III,Private Not For Profit,,Functional,32.01868,0.35134,CENTRAL II,MITYANA,MITYANA MUNICIPALITY,CENTRAL DIVISION,115302,MITYANA MUNICIPALITY,MITYANA,MITYANA MUNICIPALITY,CENTRAL DIVISION,NAKIBANGA,11530203,2167,2191.0,98.9,4358.0,HF0529
Kitongo HC III,HC III,Government,MOH,Functional,32.06173,0.28847,CENTRAL II,MITYANA,BUSUJJU,BUTAYUNJA,115102,BUSUJJU COUNTY,MITYANA,BUSUJJU,BUTAYUNJA,KITONGO,11510203,2101,1998.0,105.2,4099.0,HF0532
Cadinal Nsubuga Memorial HC III,HC III,Private Not For Profit,UCMB,Functional,32.05364,0.28916,CENTRAL II,MITYANA,BUSUJJU,BUTAYUNJA,115102,BUSUJJU COUNTY,MITYANA,BUSUJJU,BUTAYUNJA,KITONGO,11510203,2101,1998.0,105.2,4099.0,HF0533
Mayirye (Arch Bishop Kiwanuka) HC III,HC III,Private Not For Profit,UCMB,Functional,32.14524,0.2721,CENTRAL II,MITYANA,BUSUJJU,KAKINDU,115103,BUSUJJU COUNTY,MITYANA,BUSUJJU,KAKINDU,NGUGULO,11510303,1816,1908.0,95.2,3724.0,HF0536
Mwera HC IV,HC IV,Government,MOH,Functional,32.12009,0.31608,CENTRAL II,MITYANA,BUSUJJU,KAKINDU,115103,BUSUJJU COUNTY,MITYANA,BUSUJJU,KAKINDU,MWERA,11510302,1619,1426.0,113.5,3045.0,HF0537
Kyamusisi HC III,HC III,Government,MOH,Functional,31.91117,0.60285,CENTRAL II,MITYANA,MITYANA,KALANGAALO,115202,MITYANA COUNTY NORTH,MITYANA,MITYANA,KALANGALO,KYAMUSISI,11520210,2169,2037.0,106.5,4206.0,HF0539
Kyantungo HC IV,HC IV,Government,MOH,,32.02506,0.585167,CENTRAL II,MITYANA,MITYANA,KALANGAALO,115202,MITYANA COUNTY NORTH,MITYANA,MITYANA,KALANGALO,KIRYOKYA,11520207,1373,1407.0,97.6,2780.0,HF0540
Kikandwa HC III,HC III,Government,MOH,Functional,32.11213,0.63461,CENTRAL II,MITYANA,MITYANA,KIKANDWA,115203,MITYANA COUNTY NORTH,MITYANA,MITYANA,KIKANDWA,KIKANDWA,11520302,2419,2343.0,103.2,4762.0,HF0544
Maanyi HC III,HC III,Government,MOH,Functional,31.966,0.26581,CENTRAL II,MITYANA,BUSUJJU,MAANYI,115104,BUSUJJU COUNTY,MITYANA,BUSUJJU,MAANYI,KIVUUVU,11510403,1881,1819.0,103.4,3700.0,HF0546
St. Jacinta Zigoti HC III,HC III,Private Not For Profit,CSO,Functional,32.16459,0.37564,CENTRAL II,MITYANA,BUSUJJU,MALANGALA,115105,BUSUJJU COUNTY,MITYANA,BUSUJJU,MALANGALA,ZIGOTI,11510505,3539,3880.0,91.2,7419.0,HF0548
Malangala HC III,HC III,Government,MOH,Functional,32.22912,0.37636,CENTRAL II,MITYANA,BUSUJJU,MALANGALA,115105,BUSUJJU COUNTY,MITYANA,BUSUJJU,MALANGALA,KIWAWU,11510502,3372,3308.0,101.9,6680.0,HF0549
Mityana HOSPITAL,General Hospital,Government,MOH,Functional,32.04131,0.3978,CENTRAL II,MITYANA,MITYANA MUNICIPALITY,CENTRAL DIVISION,115302,MITYANA MUNICIPALITY,MITYANA,MITYANA MUNICIPALITY,CENTRAL DIVISION,CENTRAL WARD,11530201,2394,2838.0,84.4,5232.0,HF0550
Magala HC III,HC III,Government,MOH,Functional,32.06745,0.38688,CENTRAL II,MITYANA,MITYANA MUNICIPALITY,BUSIMBI DIVISION,115301,MITYANA MUNICIPALITY,MITYANA,MITYANA MUNICIPALITY,TTAMU DIVISION,SOUTH WARD,11530304,3121,3662.0,85.2,6783.0,HF0551
Mityana Reproductive Health Ug. HC III  NGO,HC III,Private Not For Profit,RHU,Functional,32.04813,0.4027,CENTRAL II,MITYANA,MITYANA MUNICIPALITY,BUSIMBI DIVISION,115301,MITYANA MUNICIPALITY,MITYANA,MITYANA MUNICIPALITY,BUSIMBI DIVISION,EAST WARD,11530101,6423,7319.0,87.8,13742.0,HF0552
St. Luke Kiyinda Mityana Diocese HC III,HC III,Private Not For Profit,UCMB,Functional,32.05209,0.39651,CENTRAL II,MITYANA,MITYANA MUNICIPALITY,BUSIMBI DIVISION,115301,MITYANA MUNICIPALITY,MITYANA,MITYANA MUNICIPALITY,BUSIMBI DIVISION,EAST WARD,11530101,6423,7319.0,87.8,13742.0,HF0553
UMSC Mityana Clinic HC III,HC III,Private Not For Profit,UMMB,Functional,32.04351,0.40259,CENTRAL II,MITYANA,MITYANA MUNICIPALITY,BUSIMBI DIVISION,115301,MITYANA MUNICIPALITY,MITYANA,MITYANA MUNICIPALITY,BUSIMBI DIVISION,NORTH WARD,11530105,6384,7326.0,87.1,13710.0,HF0554
"St. Francis,  HC III",HC III,Private Not For Profit,,Functional,32.04851,0.40035,CENTRAL II,MITYANA,MITYANA MUNICIPALITY,BUSIMBI DIVISION,115301,MITYANA MUNICIPALITY,MITYANA,MITYANA MUNICIPALITY,BUSIMBI DIVISION,EAST WARD,11530101,6423,7319.0,87.8,13742.0,HF0555
St. Padre Pio Mirembe HC III,HC III,Private Not For Profit,UCMB,Functional,32.19302,0.57314,CENTRAL II,MITYANA,MITYANA,BUSUNJU TOWN COUNCIL,115206,MITYANA COUNTY SOUTH,MITYANA,MITYANA,BUSUNJU TOWN COUNCIL,BUSUNJU TOWN BO,11520603,3351,3778.0,88.7,7129.0,HF0559
Ssekanyonyi HC IV,HC IV,Government,MOH,Functional,32.14177,0.50056,CENTRAL II,MITYANA,MITYANA,SSEKANYONYI,115205,MITYANA COUNTY SOUTH,MITYANA,MITYANA,SSEKANYONYI,SEKANYONYI,11520510,4233,4048.0,104.6,8281.0,HF0560
Bunjako HC III,HC III,Government,MOH,Functional,32.13342,0.05594,CENTRAL I,MPIGI,MAWOKOTA,BUWAMA,106101,MAWOKOTA COUNTY SOUTH,MPIGI,MAWOKOTA,BUWAMA,BBONGOLE,10610101,2376,2241.0,106.0,4617.0,HF0561
Buwama HC III,HC III,Government,MOH,Functional,32.10707,0.06139,CENTRAL I,MPIGI,MAWOKOTA,BUWAMA,106101,MAWOKOTA COUNTY SOUTH,MPIGI,MAWOKOTA,BUWAMA,MBIZZINYA,10610108,5607,6257.0,89.6,11864.0,HF0562
